#{"t_start": 1732489861.3342507, "env_id": "None"}
r,l,t-3-35.0,4,66.81951--30.0,3,116.04162---26.0,4,172.102347---20.0,3,228.76137--6-21.0,3,266.06727-22.0,4,311.369574-20.0,2,345.818316
-26.0,4,410.739215
-1-30.0,3,443.969426--17.0,4,504.284626--21.0,3,539.029129--25.0,3,593.481225--20.0,3,640.675976-2-21.0,3,690.700244
-21.0,3,736.752467--21.0,3,783.509871
-16.0,3,834.069354
-15.0,3,867.820312--12.0,3,916.246341--12.0,3,952.641577--16.0,3,1006.2510--2--10.0,2,1046.75873-1-16.0,3,1077.38-1-1---22.0,4,1136.049405-2-7.0,3,1185.69084
-16.0,3,1215.640826
-12.0,3,1262.699818
-21.0,3,1309.390568-26.0,4,1356.022824
-8.0,4,1406.899318
-21.0,3,1462.170392
-11.0,2,1482.126021
--21.0,3,1522.893091---30.0,3,1569.777587---21.0,3,1618.047101-30.0,3,1659.252226--21.0,3,1708.769644-40.0,4,1787.562-26.0-22.0,4,1860.287781
-11.0,2,1905.000605
-16.0,3,1947.691
-30.0,3,2025.748002
-7.0,3,2087.073308
-21.0,3,2147.027463
-30.0,3,2209.620158
-6.0,2,2254.235755
-7.0,3,2310.13553-40-11.0,-16.0,3,2354-12-20.0,-21.0,4,2437-25.0,3,2-11.0,3,2487-16.0,3,2-31.0,4,2571.36-21.0,-16.0,3,2637.16-25.0,-17.0,4,2711.63-12.0,-11.0,2,2747.0-25.0,3-21.0,3,2816.157102
-30.0,3,2878.5-26.0,4-16.0,3,2920.1-20.0,2-12.0,3,2989.034761
-21.0,3,3057.083644
-16.0,3,3117.441218
-15.0,2,3178.5-16.0,3-35.0,4,3259.583535
-11.0,3,3311.510011
-12.0,3,3350.267084
-40.0,4,3419.169388
-21.0,3,3465.117204
-16.0,4,3522.840216
-22.0,4,3574.644059
-15.0,2,3614.946063
-12.0,3,3652.2446-40.-17.0,4,3798.744599
-25.0,3,3878.398036
-3.0,3,3918.906856
-20.0,2,3962.588274
-12.0,3,4021.034444
-21.0,3,4074.568665
-35.0,4,4154.299246
-6.0,2,4178.852751
-12.0,3,4236.61556
-30.0,3,4289.320383
-2.0,2,4316.94067
-20.0,2,4364.340898
-25.0,3,4421.98-30.0,-21.0,3,4485.67-26.0,-12.0,3,4546.1-16.0,3-16.0,3,4602.7-16.0,3-21.0,3,4657.351302
-20.0,3,4718.4-31.0,4-21.0,3,4770.9-3.0,3,-35.0,4,4851.485316
-3.0,3,4898.144026
-2.0,2,4941.4-25.0,3-12.0,3,5014.611694
-3.0,3,5090.2-8.0,4,-25.0,3,5184.554578
-30.0,3,5256.913999
-21.0,3,5306.7127-17.-15.0,2,5347.5283-20.-6.0,2,5380.3790-11-26.0,4,5453.597023
-16.0,3,5507.186848
-26.0,4,5567.796194
-21.0,4,5640.042841
-11.0,2,5663.615857
-30.0,4,5742.712196
-25.0,3,5799.634639
-11.0,2,5838.488774
-11.0,2,5871.185065
-25.0,3,5915.596469
-30.0,4,5979.545367
-20.0,2,6013.381321
-12.0,3,6064.036161
-16.0,3,6110.113393
-11.0,2,6139.648611
-16.0,3,6187.345144
-20.0,2,6221.471392
-25.0,3,6265.437909
-30.0,3,6310.911304
-22.0,4,6360.69749
-21.0,3,6415.019229
-7.0,3,6459.130217
-21.0,3,6503.759892
-26.0,4,6563.478429
-16.0,3,6606.177003
-12.0,3,6651.379144
-11.0,2,6680.815629
-2.0,2,6700.266524
-20.0,2,6739.865273
-16.0,3,6784.684934
-21.0,3,6818.256416
-22.0,4,6876.192745
-12.0,3,6921.902376
-26.0,4,6991.055545
-35.0,4,7050.614593
-11.0,2,7081.557938
-30.0,4,7142.007367
-22.0,4,7191.198831
-12.0,3,7242.745592
-16.0,3,7289.760624
-16.0,3,7327.768507
-16.0,3,7376.479546
-30.0,4,7437.977421
-11.0,3,7502.6031
-25.0,3,7555.185938
-25.0,3,7607.599969
-16.0,3,7659.337817
-20.0,3,7716.024905
-16.0,3,7767.506976
-25.0,3,7827.586506
-21.0,3,7877.003706
-11.0,2,7920.084372
-11.0,2,7946.517141
-25.0,3,8014.664859
-26.0,4,8095.435904
-21.0,3,8152.738435
-30.0,3,8202.304651
-2.0,2,8253.732977
-12.0,3,8323.267552
-7.0,3,8409.541661
-20.0,2,8451.842927
-26.0,4,8566.338372
-26.0,4,8643.110224
-11.0,2,8688.040401
-7.0,3,8774.735425
-21.0,3,8863.840843
-16.0,3,8941.586787
-6.0,2,8994.280422
-17.0,4,9097.608371
-21.0,3,9192.270357
489792--16.0,3,9008.578568--11.0,3,9104.996396--16.0,3,9191.282029
-16.0,3,9228.778459
,3,9205.645618

6.0,4,91-7.0,3,9195.426635
89.427348
87341
-11.0,2,9150.499072
-11.0,2,9222.374237
.993381
-12.0,3,9119.268083
